DbQkMlevcMq	0	0	0	0	0	229
DbPGcX7vwbp	0	0	0	0	0	282
DbMLnBoPNh-	0	0	0	0	0	148
DbMGXW3P4fD	0	0	1	1	0	868
DbL9l25vsmG	0	0	0	0	0	146
DbJ0A45vrub	0	0	1	1	0	724
DbJQRIVPaN8	0	0	1	1	1	913
DbFv8XoPI6E	0	0	0	0	0	197
DbE4PZOvxFv	0	0	0	0	0	72
DbEFB5PFQJl	0	0	0	0	0	584
DbB-vQKPbK5	0	0	0	0	0	167
DbBir8IlUci	0	0	0	0	0	129
Da85J0NPWFO	0	0	0	0	0	714
Da6bdZuvd8H	0	0	0	0	0	180
Da6ZSh-vpEq	0	0	1	1	0	644
Da5lr6iv1Nr	0	0	1	0	0	373
Da2_qcCvXzu	0	0	1	1	0	796
Da2p2zJPB96	0	0	1	0	0	700
Da2kK4Vvqv6	0	0	0	0	0	38
Da153cIvIIl	0	0	0	0	0	447
Da0hNJxP0nc	0	0	0	0	0	862
DazLQ-TP47i	0	0	0	0	0	70
DavtDSDpcdI	0	0	1	0	0	525
Datj6IcPOv6	0	0	0	0	0	245
DatglSxvBJZ	0	0	0	0	0	558
DatcHWZlWkL	0	0	0	0	0	32
DatWT_pvUn3	0	0	0	0	0	286
DarOxKvzTa5	0	0	1	0	0	711
DaqeMxzPT5H	0	0	0	0	0	70
Dak6Yg3Pcbz	0	0	0	0	0	6
DajFvv8PSWy	0	0	1	1	0	692
Dai_y9sFdgr	0	0	0	0	0	45
DaivVJplVMx	0	0	0	1	0	99
DabGcseTLZT	0	0	0	0	0	28
DaZVKurvnCx	0	0	0	0	0	439
DaXHlmrv-iQ	0	0	0	0	0	79
DaQpDKHldqr	0	0	0	1	0	142
DaMjStVFTAR	0	0	0	0	0	54
DaI11W3kQKW	0	0	1	0	0	570
DaGJHCCv4um	0	0	1	0	0	624
DaEzQnMlcwH	0	0	0	0	0	22
DaD7xH7P1oG	0	0	1	0	0	391
DaD7PzDvf2n	0	0	0	0	0	99
DaDuvx_Fah_	1	1	1	0	0	987
DaBSxH9Pul0	0	0	0	0	0	506
DZ_O-_uvyRT	0	0	0	0	0	19
DZ_ChNhgIhB	0	0	1	0	0	721
DZ8BEDvvOTA	0	0	1	0	0	407
DZ7-S1wvuPi	0	0	1	0	0	705
DZ5KrhsxAIx	0	0	1	0	0	904
DZ5FDsWFDu-	0	0	1	0	0	92
DZ43zwMRgkD	0	0	1	0	0	1135
DZ36pVCv5UF	0	0	1	0	0	1627
DZ314CkNxr0	1	1	1	0	1	1192
DZ3zafNlUQA	0	0	1	0	0	1249
DZ24EvuhD_I	0	0	0	0	0	600
DZ0uQvdAY4V	0	0	1	0	0	625
DZ0Ho-iRVvV	0	0	1	0	0	845
DZwLH4mvvak	0	0	0	0	0	49
DZvgl2KAUBy	0	0	1	0	0	831
DZtkmwJlVAD	0	0	0	0	0	153
DZlXyzqPK57	0	0	0	0	0	159
DZlWUfoFYwZ	0	0	0	0	0	45
DZknTaaPyMJ	0	0	0	0	0	29
DZjMjx4vtPP	1	1	1	0	0	741
DZi8UdDtr8l	1	1	1	0	0	461
DZgTdv8vmuV	0	0	0	0	0	257
DZfBdq-x0B4	1	0	1	0	0	893
DZbg6uEv_Hr	0	0	0	0	0	6
DZbR-Llv1ME	0	0	0	0	0	78
DZanGuxpYbv	0	0	1	0	0	789
DZZH5Chv0TH	0	0	0	0	0	28
DZF0TX6SMcU	0	0	0	1	1	306
DZE50maPwcz	0	0	0	0	0	132
DZEdoqcPAvo	0	0	0	0	0	111
DZDTg-vPe89	0	0	1	0	0	977
DZB-sd6PL9Q	0	0	0	0	0	50
DZB6Xmgv3oO	0	0	0	0	0	20
DZBokw4vwCv	0	0	0	0	0	2193
DY7btygvdBZ	0	0	0	0	0	232
DY7YectFcgz	0	0	0	1	0	98
DY437yExjm0	1	0	1	0	0	386
DY4iHkxv5wQ	0	0	0	0	0	67
DY3m5L0vcl4	0	0	0	0	0	126
DY3c6NiP15W	0	0	0	0	0	91
DY0t3-lPtK6	0	0	0	0	0	24
DYv1hnZvndP	1	0	1	1	0	958
